user_id,item_id,watch_percentage,created_at,rating
277945,31950,100,2020-01-27 20:27:26,10
277945,31952,100,2020-01-27 20:31:27,10
277945,31953,100,2020-01-27 20:34:55,10
277945,31955,100,2020-01-27 20:38:13,10
277945,31958,100,2020-01-27 20:47:38,10
277945,31959,100,2020-01-27 20:54:47,10
277945,31960,100,2020-01-27 20:57:33,10
277945,31970,100,2020-01-27 21:02:48,10
277945,31971,100,2020-01-27 21:05:29,10
277945,31972,100,2020-01-27 21:09:13,10
277945,31975,100,2020-01-30 11:28:33,10
277945,31986,100,2020-01-27 21:16:16,10
277945,31988,100,2020-01-27 21:12:28,10
277945,31993,96,2020-01-27 21:21:45,10
277945,31994,100,2020-01-27 21:22:57,10
277945,31995,100,2020-01-27 21:25:01,10
277945,31996,100,2020-01-27 21:26:11,10
277945,31997,100,2020-01-27 21:30:23,10
277945,31998,100,2020-01-27 21:31:24,10
277945,31999,100,2020-01-27 21:42:36,10
277945,32000,100,2020-01-27 21:45:54,10
277945,32001,100,2020-01-27 21:49:40,10
277945,32002,100,2020-01-27 21:52:36,10
277945,32022,37,2019-11-29 10:05:13,4
277945,32023,14,2019-11-29 10:04:03,2
277945,32024,6,2021-04-29 00:24:05,1
277945,32025,9,2021-04-29 00:24:20,1
277945,32035,8,2021-04-29 00:24:58,1
277945,38544,16,2019-02-14 11:45:53,2
277945,45041,64,2020-01-20 09:08:03,7
277945,64207,100,2019-06-06 11:12:02,10
277945,64216,100,2019-10-10 21:09:45,10
277945,64247,100,2020-05-06 20:56:25,10
277945,64248,100,2020-05-06 20:55:42,10
277945,64249,100,2020-05-06 20:59:07,10
277945,64250,100,2020-05-06 21:00:40,10
277945,64251,99,2020-05-06 21:01:20,10
277945,64252,100,2020-05-06 21:02:52,10
277945,64253,100,2020-05-06 21:04:17,10
277945,64254,100,2020-05-06 21:07:14,10
277945,64255,99,2020-05-06 21:07:57,10
277945,65425,5,2019-03-27 22:58:17,1
277945,66521,100,2019-10-10 21:11:34,10
277945,126654,100,2020-02-14 14:33:38,10
277945,126655,87,2020-02-14 14:52:55,9
277945,126657,100,2019-10-21 13:56:58,10
277945,126658,100,2019-10-21 13:58:24,10
277945,126660,25,2020-02-14 14:33:56,3
277945,126661,4,2020-02-14 14:34:47,1
277945,126663,100,2019-10-21 13:55:32,10
277945,128684,100,2020-09-07 14:59:37,10
277945,128686,100,2020-09-07 15:00:30,10
277945,128687,8,2020-09-07 15:01:46,1
277945,128689,0,2020-09-07 15:01:55,1
277945,128690,0,2020-09-07 15:01:56,1
277945,148380,99,2020-01-24 10:05:00,10
277945,161427,100,2020-05-06 21:06:25,10
277945,179314,100,2019-12-18 19:56:04,10
277945,181489,6,2020-06-09 12:10:10,1
277945,182545,2,2021-04-29 00:28:50,1
277945,233779,100,2021-05-05 13:58:26,10
277945,233780,100,2021-05-05 13:59:26,10
277945,233781,100,2021-05-11 07:39:15,10
277945,233782,100,2021-05-11 08:00:23,10
277945,233783,100,2021-05-11 07:45:29,10
277945,233787,100,2021-05-11 08:55:25,10
277945,233788,100,2021-05-11 09:00:24,10
277945,385090,49,2021-05-05 14:03:32,5
277945,393125,95,2021-07-20 12:38:50,10
277945,393132,100,2021-07-20 12:36:41,10
259398,510,100,2018-11-21 07:20:41,10
259398,512,100,2018-11-21 07:22:40,10
259398,545,100,2018-11-21 07:27:13,10
275855,510,100,2018-11-23 10:42:27,10
275855,511,100,2018-12-14 11:19:17,10
275855,512,100,2018-12-14 11:21:41,10
275855,545,100,2018-11-23 10:39:34,10
275855,546,100,2018-12-14 10:29:26,10
275855,547,100,2018-12-14 10:34:22,10
275855,548,100,2018-12-14 10:49:28,10
275855,549,100,2018-12-14 10:43:55,10
275855,550,100,2018-12-14 11:16:36,10
275855,551,100,2018-12-14 10:46:56,10
275855,552,100,2018-12-14 11:05:10,10
275855,553,100,2018-12-14 11:01:06,10
275855,554,100,2018-12-14 10:59:39,10
275855,555,100,2018-12-14 11:13:56,10
275855,556,100,2018-12-14 10:52:51,10
275855,557,100,2018-12-14 10:54:54,10
275855,558,100,2018-12-14 10:41:19,10
275855,559,100,2018-12-14 10:32:48,10
275855,561,72,2018-12-14 10:39:13,8
275855,16365,100,2018-12-14 10:37:15,10
275855,62140,100,2019-07-19 09:05:21,10
275855,62141,100,2019-07-19 09:07:56,10
275855,62142,100,2019-07-19 09:11:08,10
275855,62143,100,2019-07-19 09:15:00,10
275855,62144,100,2019-07-19 09:16:12,10
275855,62145,100,2019-07-19 09:17:29,10
275855,62146,100,2019-07-19 09:18:33,10
275855,62147,100,2019-07-19 09:24:32,10
275855,62148,99,2019-07-19 09:28:12,10
275855,62149,100,2019-07-19 09:29:06,10
275855,62150,100,2019-07-19 09:31:24,10
275855,62151,100,2019-07-19 09:33:09,10
275855,62152,100,2019-07-19 09:45:21,10
275855,62153,100,2019-07-19 09:49:41,10
275855,62154,100,2019-07-19 09:53:15,10
275855,62155,100,2019-07-19 09:56:25,10
275855,62156,100,2019-07-19 10:01:13,10
275855,62157,99,2019-07-19 10:02:29,10
275855,64195,100,2019-07-19 10:04:42,10
275855,64196,100,2019-07-19 10:10:44,10
275855,64197,100,2019-07-19 10:13:09,10
275855,64198,100,2019-07-19 10:15:59,10
275855,64199,100,2019-07-19 10:18:58,10
279337,510,100,2018-11-25 21:23:09,10
279337,511,100,2018-11-25 21:24:25,10
279337,512,76,2018-11-25 21:27:18,8
279337,513,100,2018-11-25 21:47:56,10
279337,514,56,2018-11-26 10:26:00,6
279337,515,51,2018-12-18 16:26:41,6
279337,516,13,2018-12-19 07:20:18,2
279337,615,6,2019-01-10 16:40:15,1
279337,7627,81,2018-11-28 09:37:50,9
279337,7628,10,2018-11-28 09:40:37,1
279337,7629,62,2019-01-04 08:48:35,7
279337,7650,18,2019-03-25 15:43:26,2
279337,43457,100,2019-01-10 16:55:58,10
279337,43465,100,2019-02-11 15:27:13,10
266617,510,1,2018-11-27 09:19:50,1
266617,545,8,2018-10-11 16:16:54,1
266617,16366,100,2018-10-11 17:59:36,10
266617,38545,12,2018-11-05 12:20:58,2
266617,43457,35,2018-11-05 12:24:15,4
266617,233780,100,2020-10-22 11:52:19,10
280553,510,7,2018-11-28 15:48:06,1
225997,510,100,2018-11-28 17:15:07,10
225997,545,100,2018-11-28 16:59:56,10
225997,31949,100,2018-11-28 17:11:34,10
225997,43458,100,2018-11-28 17:18:30,10
225997,43459,100,2018-11-28 17:20:40,10
225997,43463,100,2018-11-28 17:22:20,10
225997,43464,100,2018-11-28 17:24:00,10
225997,43465,100,2018-11-28 17:27:50,10
225997,43470,100,2018-11-28 17:28:10,10
225997,43472,100,2018-11-28 17:29:40,10
225997,43473,100,2018-11-28 17:32:10,10
225997,43481,100,2018-11-28 17:02:12,10
277485,510,100,2018-11-30 11:31:25,10
277485,511,100,2018-11-30 11:45:31,10
277485,512,100,2018-11-30 11:48:51,10
277485,7104,18,2018-11-19 16:24:58,2
277485,7106,41,2018-11-19 16:25:18,5
274766,510,100,2018-11-30 12:42:05,10
281621,510,29,2018-12-03 15:18:23,3
281644,510,100,2018-12-03 16:26:23,10
284357,510,73,2018-12-16 11:11:18,8
231150,510,100,2018-12-19 15:48:20,10
139125,510,88,2019-01-03 17:33:15,9
139125,622,57,2019-09-30 10:19:11,6
139125,7653,100,2019-09-30 10:22:22,10
139125,16367,100,2019-04-11 16:27:25,10
139125,16370,100,2019-04-11 16:23:57,10
139125,43461,100,2019-09-18 10:34:24,10
139125,43481,94,2019-09-18 10:36:51,10
139125,126661,100,2019-11-13 21:08:25,10
288417,510,100,2019-01-11 13:40:28,10
288417,512,100,2019-01-11 13:43:17,10
288417,7626,100,2019-01-11 13:54:07,10
288417,7627,100,2019-01-11 13:50:03,10
282949,510,100,2019-01-28 14:51:38,10
282949,545,100,2019-01-28 14:45:56,10
282949,546,100,2019-01-28 15:00:20,10
65824,510,9,2019-01-29 17:55:45,1
293840,510,100,2019-02-01 12:24:53,10
294257,510,35,2019-02-05 17:54:25,4
124548,510,33,2019-02-08 17:18:52,4
124548,511,16,2019-04-08 11:24:16,2
124548,540,18,2019-07-09 18:17:30,2
124548,545,29,2019-04-08 09:15:10,3
124548,555,100,2019-04-19 11:01:36,10
124548,743,4,2019-06-11 09:31:08,1
124548,745,7,2019-11-07 09:02:59,1
124548,789,4,2019-11-07 09:04:15,1
124548,802,5,2019-04-04 13:32:52,1
124548,809,4,2019-06-11 13:06:42,1
124548,811,2,2019-07-03 09:39:00,1
124548,15256,7,2019-06-11 12:48:43,1
124548,43457,12,2019-05-03 08:21:17,2
249676,510,100,2019-02-12 11:02:33,10
249676,512,100,2019-02-12 11:03:46,10
295051,510,100,2019-02-13 06:47:00,10
294765,510,100,2019-02-14 10:21:40,10
294765,514,100,2019-02-14 10:23:16,10
294765,16380,51,2019-02-14 10:37:35,6
294765,43473,100,2019-02-14 10:18:37,10
295446,510,100,2019-02-15 08:58:18,10
295446,512,100,2019-02-15 08:54:19,10
295446,16366,100,2019-02-15 10:24:11,10
295446,16367,100,2019-02-15 10:27:12,10
295446,16368,100,2019-02-15 10:30:33,10
295446,16369,61,2019-02-15 10:36:55,7
295446,16370,100,2019-02-15 10:38:49,10
295446,43457,81,2019-02-14 14:51:14,9
295446,43458,100,2019-02-14 14:52:42,10
295446,43459,100,2019-02-15 08:46:06,10
295446,43460,100,2019-02-15 08:47:33,10
295531,510,94,2019-02-15 10:00:40,10
295540,510,100,2019-02-15 10:18:58,10
295645,510,100,2019-02-15 16:46:37,10
294411,510,100,2019-02-18 11:46:28,10
296050,510,100,2019-02-19 23:28:30,10
296050,512,38,2019-02-19 23:31:37,4
295974,510,100,2019-02-22 09:42:43,10
295974,43457,100,2019-02-20 09:10:13,10
295974,43458,100,2019-02-20 09:12:07,10
295974,43459,99,2019-02-20 09:15:10,10
295974,43460,100,2019-02-20 09:16:28,10
181918,510,100,2019-02-25 13:26:55,10
181918,511,100,2019-02-25 13:28:04,10
181918,513,100,2019-02-25 13:30:40,10
181918,7628,100,2019-02-25 13:45:25,10
181918,31993,99,2019-02-25 13:33:17,10
181918,31995,100,2019-02-25 13:34:39,10
181918,31996,100,2019-02-25 13:36:22,10
181918,32010,100,2019-02-25 13:41:51,10
181918,233779,15,2021-04-26 07:48:20,2
296921,510,100,2019-02-27 16:18:39,10
296921,526,100,2019-04-10 15:29:35,10
296921,7104,100,2019-02-27 17:11:58,10
296921,7105,100,2019-02-27 17:13:48,10
296921,7626,100,2019-04-10 15:25:42,10
296921,45180,100,2019-04-10 15:34:02,10
297953,510,2,2019-03-06 19:16:10,1
296894,510,100,2019-03-11 19:37:06,10
296894,512,100,2019-03-11 19:38:12,10
296742,510,100,2019-03-13 10:57:07,10
296742,511,100,2019-03-13 11:01:54,10
296742,512,100,2019-03-13 11:06:58,10
296742,515,100,2019-03-13 11:27:20,10
304769,510,37,2019-03-13 11:20:51,4
304769,512,41,2019-03-13 10:52:10,5
178475,510,100,2019-03-13 12:10:27,10
178475,43457,56,2019-03-08 11:10:21,6
178475,45205,3,2019-07-22 15:18:21,1
178475,52609,100,2019-07-10 13:12:59,10
304895,510,100,2019-03-14 08:36:50,10
304895,512,100,2019-03-14 08:37:51,10
304895,813,100,2019-03-14 08:25:11,10
304895,814,100,2019-03-14 08:26:17,10
304895,815,100,2019-03-14 08:27:49,10
304895,816,99,2019-03-14 08:29:03,10
304895,817,100,2019-03-14 08:30:09,10
304895,818,100,2019-03-14 08:31:37,10
304895,819,99,2019-03-14 08:35:30,10
304895,7626,50,2019-03-14 10:35:31,5
118583,510,95,2019-03-19 16:18:18,10
118583,813,100,2019-05-02 19:33:40,10
118583,814,100,2019-05-02 19:34:58,10
118583,815,100,2019-05-02 19:36:50,10
118583,816,99,2019-05-02 19:38:08,10
118583,817,100,2019-05-02 19:39:11,10
118583,818,100,2019-05-02 19:41:05,10
118583,819,99,2019-05-02 19:42:32,10
118583,7626,34,2019-09-08 17:59:10,4
4160,510,100,2019-03-22 05:55:32,10
307924,510,100,2019-03-29 13:16:07,10
307924,512,100,2019-03-29 13:17:35,10
307924,545,70,2019-03-29 15:53:21,7
288047,510,100,2019-04-09 20:43:30,10
288047,512,100,2019-04-09 20:45:46,10
288047,45131,92,2019-01-08 20:05:03,10
305181,510,100,2019-04-11 19:01:16,10
305181,511,100,2019-04-11 19:02:13,10
305181,512,100,2019-04-11 22:24:06,10
305181,513,52,2019-04-11 22:27:40,6
305181,514,100,2019-04-11 22:28:53,10
305181,515,93,2019-04-11 22:34:02,10
305181,516,70,2019-04-11 22:36:00,7
310228,510,79,2019-04-11 21:11:42,8
310228,45131,87,2019-04-11 20:56:44,9
310290,510,81,2019-04-12 10:27:50,9
321800,510,100,2019-04-23 18:07:00,10
321800,511,100,2019-04-23 18:14:26,10
322302,510,100,2019-04-24 08:51:20,10
322302,512,100,2019-05-07 20:30:55,10
322302,4423,100,2019-05-07 20:43:38,10
319053,510,100,2019-04-24 16:48:29,10
319053,545,100,2019-05-01 12:01:08,10
319053,733,100,2019-05-01 12:05:16,10
319053,734,100,2019-06-10 16:43:16,10
319053,735,100,2019-06-10 16:45:25,10
319053,736,100,2019-05-01 12:09:51,10
319053,737,98,2019-05-01 12:12:14,10
319053,738,100,2019-05-01 12:13:02,10
319053,742,100,2019-06-10 16:57:09,10
319053,743,100,2019-06-10 17:02:59,10
319053,744,78,2019-06-10 17:05:40,8
319053,745,56,2019-06-10 17:09:51,6
319053,749,71,2019-06-10 17:11:09,8
319053,789,100,2019-06-10 17:12:45,10
319053,7104,100,2019-06-10 16:33:08,10
319053,7105,100,2019-06-10 16:35:00,10
319053,7109,100,2019-06-10 16:36:44,10
319053,7111,100,2019-06-10 16:37:56,10
319053,7119,100,2019-06-10 16:39:47,10
319053,7626,84,2019-05-01 11:52:23,9
319053,7627,35,2019-05-01 11:59:46,4
319053,12653,100,2019-06-10 17:23:36,10
319053,12659,100,2019-06-10 17:25:29,10
319053,12693,100,2019-06-10 17:27:05,10
319053,12702,100,2019-06-10 17:31:21,10
319053,38544,100,2019-05-01 12:26:58,10
319053,38547,100,2019-05-01 12:28:21,10
319053,38548,100,2019-05-01 12:30:21,10
319053,38549,3,2019-05-01 12:39:45,1
319053,38552,38,2019-05-01 12:39:53,4
319053,38555,37,2019-05-01 12:40:25,4
319053,38557,26,2019-05-01 12:41:04,3
319053,38558,62,2019-05-01 12:41:29,7
319053,45131,4,2019-06-10 17:35:59,1
335491,510,89,2019-05-13 05:45:13,9
335990,510,100,2019-05-15 16:41:54,10
336006,510,100,2019-05-16 10:16:54,10
336006,733,66,2019-05-16 10:21:59,7
336006,801,100,2019-05-16 10:17:58,10
319051,510,100,2019-05-21 11:03:06,10
319051,511,100,2019-05-21 11:07:41,10
319051,512,100,2019-04-23 16:59:38,10
319051,513,100,2019-05-21 11:19:18,10
319051,514,100,2019-05-21 11:10:38,10
319051,515,100,2019-05-21 11:17:23,10
319051,516,100,2019-05-21 11:14:12,10
319051,12653,32,2019-04-23 16:55:55,4
319051,12674,86,2019-04-23 17:15:16,9
319051,16368,100,2019-05-21 11:21:02,10
319051,16371,100,2019-05-21 11:37:20,10
319051,16373,100,2019-05-21 11:25:48,10
319051,16375,100,2019-05-21 11:29:52,10
319051,16377,100,2019-05-21 11:40:36,10
319051,16386,100,2019-05-21 11:33:09,10
319051,38552,100,2019-04-23 17:13:19,10
319051,43459,100,2019-04-23 17:02:52,10
319051,66856,100,2019-04-23 17:11:58,10
363905,510,100,2019-05-22 15:54:14,10
363905,70385,100,2020-04-26 23:12:23,10
90940,510,100,2019-05-23 18:25:34,10
90940,512,31,2019-05-23 18:26:33,4
365550,510,100,2019-05-27 14:29:09,10
378405,510,32,2019-05-30 11:46:02,4
378567,510,100,2019-06-03 13:20:31,10
378567,512,100,2019-06-03 13:21:53,10
378567,32022,100,2019-06-03 13:29:24,10
378317,510,36,2019-06-04 13:09:20,4
378317,512,12,2019-06-04 15:40:52,2
378317,31991,100,2019-07-26 15:43:33,10
378317,43457,100,2019-07-15 15:01:39,10
378317,43458,100,2019-07-15 15:04:08,10
378317,43459,100,2019-07-15 15:06:22,10
378317,43460,100,2019-07-15 15:07:47,10
378317,43461,100,2019-07-15 15:08:59,10
378317,43462,100,2019-07-15 15:11:02,10
378317,43463,100,2019-07-15 15:12:44,10
378317,43464,100,2019-07-15 15:14:30,10
378317,43465,100,2019-07-15 15:16:38,10
378317,43466,100,2019-07-15 15:18:50,10
378317,43467,100,2019-07-15 15:48:43,10
378317,43468,100,2019-07-15 15:50:22,10
378317,43469,100,2019-07-15 15:52:20,10
378317,43470,100,2019-07-15 15:54:12,10
378317,43471,100,2019-07-15 15:56:19,10
378317,43472,100,2019-07-15 15:58:33,10
378317,43473,100,2019-07-15 16:00:34,10
378317,43474,100,2019-07-15 16:02:13,10
378317,43475,100,2019-07-15 16:04:28,10
378317,43476,100,2019-07-15 16:06:06,10
378317,43477,100,2019-07-15 16:09:55,10
378317,43478,100,2019-07-15 16:11:41,10
378317,43479,99,2019-07-15 16:12:59,10
378317,43480,100,2019-07-15 16:14:16,10
378317,43481,100,2019-07-15 16:15:55,10
378317,66848,100,2019-07-15 15:00:16,10
378317,66849,19,2019-07-15 15:01:21,2
379807,510,100,2019-06-07 00:10:43,10
379807,7627,100,2019-06-07 00:18:29,10
402002,510,100,2019-06-14 11:13:36,10
402002,512,100,2019-06-14 11:15:28,10
401891,510,19,2019-06-14 12:19:55,2
364072,510,77,2019-06-23 02:38:50,8
364072,512,55,2019-06-20 21:16:01,6
364072,515,100,2019-06-20 21:17:57,10
364072,545,100,2019-06-17 17:52:04,10
364072,550,100,2019-06-20 21:30:04,10
364072,552,100,2019-06-20 21:32:16,10
364072,561,100,2019-06-20 21:33:48,10
364072,16375,79,2019-06-20 21:27:37,8
364072,16377,94,2019-06-20 21:21:51,10
364072,16379,100,2019-06-20 21:19:44,10
364072,62154,100,2019-06-20 21:40:17,10
275060,510,39,2019-06-27 09:51:39,4
404518,510,100,2019-07-02 20:03:26,10
404518,512,61,2019-07-02 21:02:17,7
404518,16370,29,2019-10-30 22:25:43,3
404518,233779,100,2020-04-03 15:05:29,10
404518,233780,100,2020-04-03 15:07:03,10
404551,510,100,2019-07-03 13:26:30,10
404551,512,94,2019-07-03 13:30:22,10
406672,510,100,2019-07-10 19:43:08,10
410910,510,100,2019-07-15 18:11:28,10
284295,510,98,2019-07-17 20:42:47,10
284284,510,100,2019-07-19 19:38:39,10
284284,511,100,2019-07-19 19:49:14,10
284284,512,100,2019-07-19 19:38:05,10
411491,510,40,2019-07-20 06:12:30,4
412509,510,100,2019-07-30 14:46:38,10
413144,510,100,2019-08-01 16:41:24,10
413144,512,100,2019-08-01 16:44:58,10
80571,510,100,2019-08-08 10:44:02,10
224395,510,100,2019-08-13 20:41:50,10
427934,510,32,2019-08-14 10:49:39,4
164839,510,100,2019-08-14 11:43:13,10
164839,512,100,2019-08-14 11:44:23,10
164839,7626,100,2019-08-14 11:28:28,10
164839,7627,100,2019-08-14 11:31:45,10
164839,7628,100,2019-08-14 11:34:55,10
239866,510,100,2019-08-29 18:43:10,10
239866,125621,60,2019-09-13 15:03:50,6
239866,233779,100,2021-04-23 18:47:18,10
239866,233780,100,2021-04-23 18:48:41,10
284350,510,100,2019-08-31 03:30:11,10
284350,512,90,2021-07-29 22:56:00,9
284350,733,64,2018-12-31 09:34:49,7
284350,7626,79,2018-12-28 07:18:53,8
284350,7627,6,2019-01-21 18:02:09,1
284350,7628,100,2018-12-31 09:30:15,10
284350,52609,47,2018-12-31 09:24:31,5
429938,510,100,2019-09-04 15:13:02,10
429146,510,100,2019-09-17 18:36:34,10
459520,510,8,2019-10-10 13:11:43,1
459584,510,100,2019-10-10 23:01:04,10
459584,512,100,2019-10-10 23:03:08,10
459702,510,100,2019-10-16 15:34:11,10
459702,512,100,2019-10-16 15:35:34,10
459702,545,100,2019-12-19 19:50:43,10
459702,43457,100,2019-10-16 16:06:15,10
459702,43458,100,2019-10-16 16:08:40,10
459702,43459,100,2019-10-16 16:17:22,10
459702,43460,100,2019-10-16 16:20:12,10
459702,43461,100,2019-10-16 16:23:05,10
459702,43462,100,2019-10-16 16:25:50,10
459702,43463,100,2019-10-16 16:31:03,10
459702,43464,100,2019-10-16 16:33:03,10
459702,43465,100,2019-10-16 16:37:10,10
459702,43466,100,2019-10-16 16:39:30,10
459702,66848,100,2019-10-16 15:57:43,10
459702,66849,100,2019-10-16 15:59:42,10
459702,66850,100,2019-10-16 16:00:54,10
459702,66851,100,2019-10-16 16:01:42,10
459702,66852,99,2019-10-16 16:02:39,10
459702,66853,100,2019-10-16 16:03:20,10
459702,66854,100,2019-10-16 16:04:06,10
459702,183716,13,2019-12-19 21:13:24,2
460964,510,100,2019-10-17 13:57:04,10
460964,512,70,2019-10-18 14:41:40,7
460964,526,100,2019-10-18 14:22:40,10
460964,527,22,2019-10-18 14:24:45,3
460964,528,32,2019-10-18 14:26:15,4
460964,7626,100,2019-10-17 13:53:36,10
461069,510,100,2019-10-17 20:56:28,10
461069,7104,100,2019-10-17 20:58:48,10
461069,7628,100,2019-10-17 21:02:08,10
456130,510,29,2019-10-21 15:39:11,3
456130,512,5,2019-10-21 15:39:30,1
294740,510,100,2019-10-23 15:58:28,10
294740,813,100,2019-10-23 16:27:28,10
294740,815,35,2019-10-23 18:37:02,4
294740,7626,2,2019-10-23 21:26:17,1
294740,16366,100,2019-10-23 16:08:52,10
294740,43457,100,2019-10-23 18:39:02,10
294740,43458,100,2019-10-23 19:26:00,10
465344,510,100,2019-10-25 16:31:21,10
465384,510,100,2019-10-25 18:34:27,10
465384,7627,100,2019-10-25 18:36:43,10
467558,510,87,2019-11-06 14:24:43,9
244499,510,100,2019-11-20 09:46:58,10
478592,510,53,2019-12-12 11:09:20,6
478592,512,36,2019-12-12 11:07:17,4
478592,738,69,2019-12-12 11:27:21,7
478592,739,94,2019-12-12 11:28:25,10
478592,46761,61,2020-02-04 17:36:56,7
481940,510,100,2019-12-21 01:27:28,10
428176,510,100,2020-01-06 23:17:31,10
428176,16366,100,2020-01-06 23:20:51,10
428176,16367,89,2020-01-06 23:24:53,9
482862,510,100,2020-01-08 14:03:25,10
482862,545,100,2020-01-09 10:38:13,10
482862,918,100,2020-01-15 12:11:07,10
482862,936,92,2020-01-15 08:57:03,10
482862,7626,8,2020-02-13 11:25:12,1
482862,12653,100,2020-02-13 11:29:11,10
482862,12655,100,2020-02-13 11:31:13,10
482862,12656,100,2020-02-13 11:39:58,10
482862,12657,100,2020-02-13 11:44:24,10
482862,12658,100,2020-02-13 11:46:41,10
482862,12659,100,2020-02-13 11:49:45,10
482862,12660,100,2020-02-13 12:03:54,10
482862,43457,100,2020-01-09 09:40:16,10
482862,43458,97,2020-01-09 09:44:08,10
482862,43459,100,2020-01-09 09:46:08,10
482862,43460,94,2020-01-09 09:38:04,10
482862,179314,74,2020-01-15 12:28:02,8
482862,181489,100,2020-02-13 11:27:45,10
488359,510,100,2020-01-21 08:25:50,10
488359,911,8,2020-01-21 08:17:21,1
489462,510,82,2020-01-29 09:41:12,9
489487,510,100,2020-01-29 12:19:52,10
489487,43457,100,2020-01-29 12:27:29,10
489487,45205,100,2020-01-29 12:29:44,10
489487,182546,99,2020-01-29 12:26:03,10
489487,183716,99,2020-01-29 12:24:37,10
489573,510,72,2020-01-30 08:23:59,8
489573,7104,11,2020-01-30 08:24:57,2
490115,510,5,2020-02-04 13:47:09,1
490982,510,100,2020-02-11 08:38:06,10
490982,913,31,2020-02-11 08:36:26,4
490667,510,100,2020-02-11 22:23:23,10
491608,510,14,2020-02-17 12:03:22,2
491608,526,13,2020-02-14 16:06:51,2
251627,510,13,2020-02-24 13:40:23,2
251627,1941,2,2020-02-18 08:49:05,1
251627,16366,14,2020-02-18 08:42:52,2
251627,16368,32,2020-02-18 08:45:52,4
251627,16370,4,2020-02-24 13:39:47,1
492963,510,100,2020-02-25 23:18:03,10
492963,545,11,2020-02-26 09:00:40,2
492963,913,8,2020-02-25 23:21:27,1
492963,43457,100,2020-02-25 23:17:36,10
492963,45205,100,2020-02-26 09:08:40,10
492963,179314,100,2020-02-26 09:12:48,10
492963,179316,100,2020-02-26 09:07:29,10
492963,181489,100,2020-02-26 09:04:51,10
492963,181492,97,2020-02-26 09:06:21,10
492963,182545,100,2020-02-26 09:14:22,10
492963,182546,100,2020-02-25 23:29:38,10
492963,182547,96,2020-02-26 09:17:33,10
492963,183710,97,2020-02-26 09:10:19,10
492963,183712,100,2020-02-26 09:11:25,10
492963,183714,100,2020-02-26 09:19:00,10
492963,183716,100,2020-02-25 23:15:50,10
496060,510,100,2020-03-16 14:39:24,10
496060,512,100,2020-03-17 09:15:56,10
498541,510,100,2020-03-19 12:14:09,10
498541,512,100,2020-03-19 12:38:39,10
498541,7626,100,2020-03-19 12:50:34,10
498541,7627,93,2020-03-19 13:00:21,10
493859,510,100,2020-03-19 16:10:38,10
493859,511,86,2020-04-23 17:41:41,9
499247,510,100,2020-03-20 11:38:57,10
322262,510,100,2020-03-30 08:30:32,10
322262,733,100,2020-03-26 18:17:00,10
