item_id,language,name,nb_views,description,created_at,Difficulty,Job,Software,Theme,duration,type
529,en,Create folders to sort your emails,242.0,"If you want to sort youremails into personalizedfolders, or if you are aWindows user and you are used toright-click and drag anddrop, Outlook allows you to keepthese habits since you willbe able to create folders andsort your emails into folders bydoing a drag and drop or a right-click.First, we're going to create folders.Right-click on Inbox.A menu appears allowing meto create a subfolder that Irename Accounting, for example.So if I want to create a newsubfolder into Accounting, it's the same way.Right-click on this folder tocreate a new one or rename or delete it.Manage your folders with asimple right-click and yougain access to all possible options.Then to put messages in thisfolder that I just created,I'll be able to use drag and drop.You can also useright-click on the message to move it.Here the first folder is Accountingbecause it's the last folder I used.Here are the latestfolders you used and if you wouldlike to show all of yourtree, click on the Move to aDifferent Folder tovisualise all your folders and choosein which folder youwant to move this email.Last tip,if you want to move severalmessages at the same time,you can use multi-selectingby pressing the Ctrl key toselect messages or checkthe box next to a message.When you do this, Outlookoffers you some actions forthese messages: delete them,flag them and the Move option.This way, I will be able tochoose the folder I want toput all these messages in.",2016,Beginner,"['Accounting', 'Financial', 'Human resources', 'Project manager', 'Assistant', 'Communication', 'Marketing']",['Outlook Online'],['Organize'],98.0,tutorial
530,en,Signature settings,159.0,"You can createa signature which will beautomatically included in all your emails.You can also choose to insertit manually for some messages.First of all, you haveto create the signature.Click on the wheel toaccess email settings.A new page opens andin email settings clickemail signature.Type it,select your colors,bold button, italic, et cetera.You can add a picture, yourcompany logo for example.You can find a pictureon the web, select it,and copy paste it into your signature.You can also add it byclicking on this iconand browsing for your logo.Once your signature iscreated you can save itby clicking on this button at the top.For the integration, two possibilities.I can decide to includeautomatically my signatureto all new messages I composeor on messages I forward or reply to,or do it manually for only a few messages.In this case, when youcreate a new messageyour signature will beautomatically added to this message.",2016,Beginner,"['Accounting', 'Project manager', 'Project management', 'Assistant', 'Communication', 'Marketing']",['Outlook Online'],['Customize'],80.0,tutorial
531,en,Activate automatic replies,84.0,"During your holidays or extended absence,you can configure Outlookto reply automaticallyto all people who send you messages.Automatic replies allowyou to notify these peoplethat you are out of the officeand your answer can be delayedand eventually give some details,as contact informationor your return date.To activate and configureautomated replies,click on the wheel and automatic replies.A new pan appears inwhich you can activate,or deactivate automatic replies.Actually, it's deactivate,don't send automatic replies.I can activate them immediately,or set a time period.Here you could see two messages,which will be automaticallysent to people who contact you.These messages arecustomized, I added this one.The first message willbe sent to every senderwho's part of my organization.A different message can besent to external people.This way, you can choose to send,or not a message to external senders.If you choose to send it to them,you can choose to send only topeople in your contact list.As you want, you can type amessage which can be different,since we don't communicate the same wayin internal senders than external senders.For example, I just writemy return date and deletemy contact information thatI gave to my colleagues.Once you wrote your differentmessages, you can click okay.At your return from leave, open Outlook,an alert will warn you thatautomatic replies are activated.Don't forget to deactivate them.To do so, click turn off automatic repliesand deactivate them.",2016,Beginner,"['Accounting', 'Financial', 'Human resources', 'Project manager', 'Communication', 'Marketing']",['Outlook Online'],['Customize'],102.0,tutorial
532,en,Create and assign categories,105.0,"In Outlook Web app, youcan create, assign colourcategories to your messages tomake elements more visible in Outlook.To find them, right-click on amessage and use the option Categorise.By default, categorieshave generic names like YellowCategory, Green Category,but you can customise themusing more significant names.To do that, click Manage Categories.If you want to use a blue colour, youcan delete this one and add a new one.Choose the colour byclicking on the arrow.Once you've created yourcategories, to categorise amessage, right-clickCategorise and select a category.To categorise severalmessages, select them, right-clickand Categorise likefor a single message.This way you'll find it easier.Once you have personalizedyour own categories, you canuse them in the calendar tocategorise your appointmentsusing the same method, justright-click on the appointment to categorise it.This way, it's easier tocategorise your appointment byassigning colours foreach type of appointment.To remove a category,right-click Categorise, Clear Categories.Finally, the categories that you'vecreated in Outlook Web app arealso available in your Outlookif it's set up on your computer.",2016,Beginner,"['Accounting', 'Human resources', 'Project manager', 'Project management', 'Assistant', 'Communication', 'Marketing']",['Outlook Online'],['Organize'],84.0,tutorial
533,en,Create and use rules,121.0,"You can create rules thatwill improve your daily use oryour inbox classification. A rule is an action that Outlookmakes automatically on incoming or outgoingmessages based onconditions you specify.One of the most useful rules and themost used is automatic classification.Here are the twoways to create a rule.First way is to simply right click on amessage and use the Create Rule option. Here, the advantage is that I willhave some predefinedelements made by Outlook.For example, it gives methe possibility to create arule from a received or sent messagewith some recovered words from the message. So the first thing to do is toadd a name for your rule anddelete some criteria that Idon't need to create my rule.Once the message isreceived by someone, move thismessage to a folder with the name ofthe person and I can save this rule.Automatically when I receivea message from this person,Outlook will sort itin the right folder.Second way, if you want tostart again and create a newrule, you can click onthe Wheel in Email options.Click on Inbox and SweepRules on the left menu.I can add one by clicking onPlus, create a new rule when the new message comes.dWe have to specify someconditions, actions and exceptions oryou can start from a predefined rule.Move a message from asender to a folder, move messageswhich contain specific words, etc.I want to create my own rules,so I choose the first option.In my example, I want toautomatically categorisemessages which contain aspecific word in the object orthe body of the message. Igive a name to this rule.I specify the word to Outlookso I can take it into account.I can add several eventualities.By clicking on the Plus, I canadd other words or expressions.Now we have to specifywhat Outlook has to do when itidentifies this word in the message.I want to mark thismessage in a category.I use the category Ihave created and click OK.I can display moreoptions and add more actions.We can go further whenwriting a rule, but that needsreflection beforestarting to make a rule.I can save it. It's created, it'sactivated and I can deactivate it at any time.We can have several rulesactivated, but alsodeactivate or delete them.",2016,Intermediate,"['Accounting', 'Human resources', 'Project manager', 'Project management', 'Assistant', 'Communication', 'Marketing']",['Outlook Online'],['Organize'],155.0,tutorial
534,en,Use flags for your emails,71.0,"Flags can help you organize your emails when you have to answer an email. You can assign a flag, which will be a visible reminder indicating that an action must be done to add a flag just click on the flag here, you'll be able to choose a deadline by right clicking on this flag when I have to deal with an email for example, I can determine a date this week.Pandora so I can flag different emails for example, this one's for tomorrow. It's allowing me to find this flag easily in my inbox and if I want to see all my flag messages I can choose to sort them by flags and find in one click all the emails I have.When you flag a message outlook automatically creates a task in the task mode so since I flagged a message. I'll find the task. In this list. It's classified by deadline. I can also complete this list that I've created from emails with new tasks.Now let's go back to my inbox. It's very easy and quick to define tasks from emails. You can of course, modify a task by right clicking and by changing the deadline or even indicate no date. If there is no urgency. For example, to erase a flag simply erase the task a task that you have completed creates a check mark, which means you have.So it's no longer in your task list.",2016,Intermediate,"['Accounting', 'Financial', 'Human resources', 'Project manager', 'Project management', 'Communication', 'Marketing']",['Outlook Online'],['Organize'],83.0,tutorial
535,en,Use tasks in Outlook Web App,78.0,"A task management moduleexists in Outlook Web App.It allows you to organiseyour activities defining adeadline list, priorities, etc.We have seen in anothervideo that it's possible to makea task from an email simplyby assigning a flag on it andchoose a deadline, forexample, I automatically create atask for this email. I canaccess the task list from theapp launcher using the tasks style.In this list, I find allthe tasks created from emailsand also all taskscreated in this module.To create a new task, clickNew at the top of the window.Write a subject, maybe a deadline,and indicate details about this task.You can display moredetails, for example a start date,an end date, thestatus of the task if you'vealready started, possibly apercentage complete, a priority,high, normal or low and a repetition.This could be interestingwhen you have some recurringtasks you have to doevery week or every month.We can repeat this task, likean appointment in the calendar.For example, here, everyMonday in a specified periodfrom February to March,this task will be repeated.Once I indicate all thedetails, I can save it.It appears in this list and I canmodify it or go further on this task.To modify it, I just clickon the task and then click onEdit to display the screenagain with all the options andindicate for example, a progress.Once you are done with the task, youcan mark it ascompleted here or delete it.But it may be betterto mark it as completed.This way, Outlook keeps track ofthe task in the completed elements.Completed elements will be saved.Here are the overduetasks and active tasks.",2016,Intermediate,"['Accounting', 'Financial', 'Human resources', 'Project management', 'Assistant', 'Communication', 'Marketing']",['Outlook Online'],['Organize'],122.0,tutorial
536,en,Reply to a meeting invitation,74.0,When you're invitedto a meeting in Outlookyou receive a notification.This notification comes inyour mailbox like an email.You see an icon hereindicating that thisemail is an appointment.In the visualization paneyou can read this messageand see the date and hoursindicated as well as thelocation of this appointment.Another indication here showsthat there are no conflictsdetected by Outlook in yourcalendar for the proposed date.So I don't have to check my calendar.If I would have had an appointmentOutlook would have warned me.At the topI can see all the participantsfor this appointment.Then when I receivethis kind of invitationI have to reply by accepting it.Accepting it temporarily.Or declining it.For each option you could edit this replybefore sending it to the organizer.You can send it now or not.By accepting it thisappointment will take placein your calendar automatically.I accept temporarily an invitation.This way the messagedisappears form my inbox.But if I return to my calendarI can change my answer.On the specified datethe appointment is here.I can now open to see all detailsand eventually accept it if I'm surethat I will be available.In this way the organizer canfollow all different repliesthat the other participants have sent.,2016,Beginner,"['Accounting', 'Financial', 'Human resources', 'Project manager', 'Project management', 'Assistant', 'Communication', 'Marketing']",['Outlook Online'],['Communicate'],84.0,tutorial
537,en,Use advice and calendar introduction,67.0,"The calendar is available from allapps at the top left of your screen.The calendar gives youdifferent displays that you canfind at the top right; Day,Workweek, Week, Month.Day choices can be done byusing the sidebar located hereor by using the date browsersituated on the left of the interface.Generally, the Workweekallows you to have a convenientview of the calendar.You can do research on yourcalendar according to keywords.The research allows you todisplay elements including this keyword.In the navigation pane, youcan have a look at your calendar.You could also by doing aright click create a newcalendar to perhapsdifferentiate a calendar from anactivity or from apersonal calendar, for example.Below you can find yourcontacts calendar allowing you todisplay the calendar of other people.To display this part, rightclick on People’s calendarsand then on Open Calendar.Research the person and click Open.Different calendars are opened andare displayed in different colors.Green for this contact andblue for another contact.Notice that you cannotdisplay any details if the persondidn’t share his calendar with you.You can, however, consulttheir availability without anydetails like it is in this case here.Finally, to create a newelement on your calendar, rightclick on New or use theNew button at the top left.",2016,Beginner,"['Accounting', 'Financial', 'Human resources', 'Project manager', 'Project management', 'Assistant', 'Communication', 'Marketing']",['Outlook Online'],['Discover'],98.0,tutorial
538,en,Create a meeting within the calendar,132.0,"Here's how to create a meetingusing your Office 365 calendar.When you are on your calendar,right click new.Indicate a name to your meeting,a location,choose a room eventuallyif your administratorhas scheduled rooms in your organization,add participants by entering their nameor click plus in this field on the right.You can directly enter theemail address of someoneby typing his or her emailaddress in this field.Add a date and hour of your appointment.Indicate also the detail ofthe meeting in this part.Each participant willreceive these detailsat the same time.And eventually repeat ifthis meeting is recurringeach week or each month, for example.To use Skype for your meetings,you can use the Skypemeeting button particularlyif there are people who arenot part of your organization.The schedule assistantwill allow you to knowabout the availabilities ofeach contact that I find hereon each column and thenfind a common date.This tool will allow meto correct my meetingif people aren't available.Here I notice that everybodyis available in the afternoons,so I change the hour to 2:00 PM.When you change the dateand hour of your meeting,click on OK and send the invitation.Each participant will receive an emailwith the possibility toaccept a meeting or refuse it.I can then be aware of the answersby clicking again on my meeting.",2016,Beginner,"['Accounting', 'Financial', 'Human resources', 'Project manager', 'Project management', 'Assistant', 'Communication', 'Marketing']",['Outlook Online'],"['Organize', 'Communicate']",96.0,tutorial
539,en,Share or publish your calendar,97.0,Some methods will allowyou to share your informationof your calendar with Outlook Web Apps.You can share yourcalendar with colleagueswho have an email account on Office 365.Or with external peoplefrom your organization.In this case the share can be donethanks to a publishinglink towards your calendar.This will also allow you to consultthe availabilities of your colleagues.In Outlook calendar theinformation of calendarof the users appear whenyou create an appointment.By clicking on Scheduling Assistant.This tool indicates theavailability of everybody.It's the simplest way to share informationbecause it's alreadyconfigured in Office 365.When you add a user of yourorganization in an appointmentthe chronology is automatically indicatedwhen the person is busy.But if you want to share otherelements of your calendarlike meeting detailswatch the following videoto find out how to share your calendar.,2016,Intermediate,"['Accounting', 'Financial', 'Human resources', 'Project manager', 'Project management', 'Assistant', 'Communication', 'Marketing']",['Outlook Online'],['Share'],55.0,tutorial
540,en,Sharing your calendar,87.0,"If you want to share otherinformation of your calendar,you can share yourcalendar from Outlook Online.I want to share mycalendar to someone.I click here on ShareCalendar, and I typehis email address. Then Idecide the detail level I want.Let's choose Availabilitiesonly to see what is happening.Click on Send. He will receivea share invitation like this one.When I click on Accept, theshare connection is createdand I can see hiscalendar beside mine.I can also mask everydetail or display the calendar ofsomeone by clicking here onthe calendar of a contact.You'll notice that myshared calendar displays onlyavailabilities forappointments and meetings.When my colleague hasconfigured its share options, hechooses Availability only.To modify sharing permissionof a calendar, in thenavigation pane on the left, rightclick on the calendar under MyCalendars, then select Permissions.You see a list of people withwhom you shared your calendar.I grant access to this person to givehim more information to my calendar.This time I choose LimitedDetails, then I click on Save.Here are a few examples.Eric has shared his calendarwith me by choosing Limited Details.I can only see theobject of his appointments.Here Sebastian hasshared every detail with me.I can open his appointmentsto display the content andanswer or forward from my mailbox.However, these threeoptions won't allow me tomodify or to createelements on a coworker's calendar.To do so, I need anaccess as an editor.In this case, my coworkercould delete, create or modifyelements of my calendar.Finally, the delegate optionallows me to answer forsomeone to meeting requests.If you use Outlook, you'llfind the same possibilities ofpermission in Outlook Web App.All these sharing optionswork perfectly if you want toshare your calendar with otherpeople from the same organisation.But what about sharinginformation of detailed calendarswith external peopleto your organisation?In the following video,we'll see how to use thepublication option and how to senda copy of your calendar via email.",2016,Intermediate,"['Accounting', 'Financial', 'Human resources', 'Project management', 'Communication', 'Marketing']",['Outlook Online'],['Share'],142.0,tutorial
541,en,Publish your calendar or send it by email,58.0,"To allow people from anotherorganisation to consult yourcalendar, you can setsharing in Outlook Web App.I want to share my calendarwith Marie who doesn't workin the same company as me.In Outlook Web App I canset this option as I set itshared in the previous video.In calendar click onShare and then Calendar.I enter her email address.Set here if I want to sharefull detail, limited detailsor availability only.I can come back to mydecision later.Then I click Send. Mariereceives an email including twolinks to my calendar. Shecan use the links Subscribe todownload a file which can beopened by a program like Outlook.Or copy-paste this link ina Web browser to open a newpage with my calendar. Keepin mind that when you shareyour calendar or send acopy by email this is just asnapshot of your calendar.If you edit it, modificationswon't be passed on thispublished version or the copy youhave sent by email.",2016,Advanced,"['Accounting', 'Financial', 'Human resources', 'Project manager', 'Project management', 'Assistant', 'Marketing']",['Outlook Online'],['Share'],68.0,tutorial
542,en,Use advice and People introduction,64.0,"Here's an introduction forthe People module, and someadvice for a good start.The People module isavailable from the apps launcher atthe top left of your screen.This page allows you to createyour own contacts by clicking on New.The search field, at thetop left side, allows you toeasily and quickly search people.When you are on the leftnavigation pane, you cannavigate between yourcontacts, directory and groups.The contents displayed ismanaged by this arrow thatallows you to display All, Onlypeople, or Only lists, todisplay order by first or lastname, and the sort order.When you select an item, you canvisualise details on the right side.You can schedule a meeting,send emails, or an instant message.At the top, you'll findthe Edit and Delete buttons.On the left side, it'snecessary to distinguish betweenMy Contacts part, and Directory part.My Contacts correspondsto people who you saved ascontacts by yourself, or who youimported from another messaging system.They are contacts you cancreate, manage or delete.The Directory partcorresponds to your company's directory.It is created by yoursystem administrator, and caninclude contacts, group contacts,resources, like rooms, for example.You can't modify or deleteitems in this directory, onlyyour administrator can do it.If you want to complete acontact card, just select itand add it to your contacts.This way, you create a copyof this card in My Contacts,and you will be able to editit, to add a phonenumber, or other elements.Then, it's possible toimport contacts from anothermessaging program, like Gmail, oryour previous Hotmail, for example.To do that, beforehand, youhave to export contacts fromthe other service in a CSVfile format generally used tostore contacts information.Go on the wheel, Peopleoptions, Import Contacts,choose from whichmessaging program you would like toimport your CSV file, browse yourfile, and click Open, then click Upload.Be careful when you dothis manipulation, if the samecontact appears at the sametime in your contacts folder,and in the CSV file, aduplicated entry will be created.",2016,Beginner,"['Accounting', 'Financial', 'Human resources']",['Outlook Online'],[],153.0,tutorial
