user_id,job
70797,N/A
70798,N/A
70799,N/A
70800,N/A
70801,N/A
70802,N/A
70803,N/A
70804,N/A
70805,N/A
70806,N/A
70807,N/A
70808,N/A
70809,N/A
70810,N/A
70811,N/A
70812,N/A
70813,N/A
70814,N/A
70815,N/A
70816,N/A
70817,N/A
70818,N/A
70819,N/A
70820,N/A
70821,N/A
70845,N/A
70851,N/A
70853,N/A
70922,N/A
71004,N/A
71018,N/A
71461,N/A
71500,N/A
71501,N/A
71530,N/A
71531,N/A
71534,N/A
71539,N/A
71545,N/A
71558,N/A
71596,N/A
71605,N/A
71723,N/A
71754,N/A
71761,N/A
71766,N/A
71769,N/A
71771,N/A
71834,N/A
71934,N/A
71951,N/A
71956,N/A
71959,N/A
71967,N/A
71971,N/A
71972,N/A
71982,N/A
71983,N/A
72175,N/A
72176,N/A
72225,N/A
72232,N/A
72235,N/A
72236,N/A
72237,N/A
72238,N/A
72239,N/A
72247,N/A
72248,N/A
72250,N/A
72251,N/A
72255,N/A
72263,N/A
72267,N/A
72269,N/A
72275,N/A
72280,N/A
72281,N/A
72282,N/A
72352,N/A
72358,N/A
72371,N/A
72372,N/A
72373,N/A
72374,N/A
72375,N/A
72381,N/A
72394,N/A
72397,N/A
72398,N/A
72399,N/A
72400,N/A
72460,N/A
72462,N/A
72470,N/A
72472,N/A
72640,N/A
72682,N/A
72687,N/A
72689,N/A
72723,N/A
72724,N/A
72725,N/A
72726,N/A
72727,N/A
72728,N/A
72735,N/A
72736,N/A
72760,N/A
72874,N/A
72878,N/A
72885,N/A
72890,N/A
72906,N/A
72907,N/A
72911,N/A
72921,N/A
72937,N/A
72938,N/A
72939,N/A
72940,N/A
72941,N/A
72942,N/A
72943,N/A
72944,N/A
72945,N/A
72946,N/A
72947,N/A
72948,N/A
72949,N/A
72950,N/A
72951,N/A
72952,N/A
72953,N/A
72954,N/A
72955,N/A
72956,N/A
72957,N/A
72958,N/A
72959,N/A
72960,N/A
72961,N/A
72962,N/A
73022,N/A
73088,N/A
73089,N/A
73090,N/A
73091,N/A
73095,N/A
73100,N/A
73152,N/A
73153,N/A
73157,N/A
73160,N/A
73173,N/A
73175,N/A
73200,N/A
73201,N/A
73203,N/A
73248,N/A
73259,N/A
73263,N/A
73264,N/A
73274,N/A
74126,N/A
74129,N/A
74130,N/A
74131,N/A
74132,N/A
74133,N/A
74134,N/A
74135,N/A
74136,N/A
74137,N/A
74138,N/A
74139,N/A
74140,N/A
74141,N/A
74142,N/A
74143,N/A
74144,N/A
74145,N/A
74146,N/A
74147,N/A
74148,N/A
74149,N/A
74150,N/A
74151,N/A
74152,N/A
74153,N/A
74154,N/A
74291,N/A
74292,N/A
74303,N/A
74312,N/A
74313,N/A
74318,N/A
74325,N/A
74326,N/A
74331,N/A
74337,N/A
74339,N/A
74358,N/A
74360,N/A
74368,N/A
74371,N/A
74399,N/A
74591,N/A
75951,N/A
75958,N/A
75971,N/A
75999,N/A
76071,N/A
76089,N/A
76094,N/A
76102,N/A
76106,N/A
76111,N/A
76137,N/A
78153,N/A
80165,N/A
80169,N/A
80206,N/A
80228,N/A
80233,N/A
80281,N/A
80286,N/A
80292,N/A
80293,N/A
80299,N/A
80309,N/A
80340,N/A
80341,N/A
80342,N/A
80343,N/A
80423,N/A
80558,N/A
80559,N/A
80560,N/A
80571,N/A
80575,N/A
80581,N/A
80598,N/A
80604,N/A
80610,N/A
80611,N/A
80636,N/A
80638,N/A
80648,N/A
80649,N/A
80743,N/A
80888,N/A
80889,N/A
80906,N/A
80907,N/A
80910,N/A
80911,N/A
80932,N/A
80949,N/A
80968,N/A
80969,N/A
80976,N/A
80987,N/A
80989,N/A
80996,N/A
81152,N/A
81288,N/A
81294,N/A
81295,N/A
81296,communication
81297,N/A
81300,N/A
81302,N/A
82168,N/A
82680,N/A
82682,N/A
82692,N/A
82694,N/A
82767,N/A
82768,N/A
82770,N/A
82878,N/A
82992,N/A
83095,N/A
83182,N/A
83205,N/A
83206,N/A
83208,N/A
83254,N/A
83267,N/A
83268,N/A
83282,N/A
83317,N/A
83320,N/A
83321,N/A
83322,N/A
83323,N/A
83324,N/A
83325,N/A
83326,N/A
83327,N/A
83328,N/A
83329,N/A
83330,N/A
83331,N/A
83332,N/A
83333,N/A
83334,N/A
83335,N/A
83336,N/A
83337,N/A
83338,N/A
83339,N/A
83340,N/A
83341,N/A
83342,N/A
83343,N/A
83344,N/A
83345,N/A
83346,N/A
83347,N/A
83348,N/A
83349,N/A
83350,N/A
83351,N/A
83352,N/A
83353,N/A
83354,N/A
83355,N/A
83356,N/A
83357,N/A
83358,N/A
83359,N/A
83360,N/A
83361,N/A
83362,N/A
83363,N/A
83364,N/A
83365,N/A
83366,N/A
83367,N/A
83368,N/A
83369,N/A
83370,N/A
83371,N/A
83372,N/A
83373,N/A
83374,N/A
83375,N/A
83376,N/A
83377,N/A
83382,N/A
83383,N/A
83384,N/A
83385,N/A
83386,N/A
83387,N/A
83388,N/A
83389,N/A
83390,N/A
83391,N/A
83392,N/A
83393,N/A
83394,N/A
83395,N/A
83396,N/A
83397,N/A
83398,N/A
83399,N/A
83400,N/A
83401,N/A
83402,N/A
83403,N/A
83404,N/A
83405,N/A
83406,N/A
83407,N/A
83408,N/A
83409,N/A
83410,N/A
83411,N/A
83412,N/A
83413,N/A
83414,N/A
83415,N/A
83416,N/A
83417,N/A
83418,N/A
83419,N/A
83420,N/A
83421,N/A
83422,N/A
83423,N/A
83424,N/A
83425,N/A
83426,N/A
83427,N/A
83428,N/A
83429,N/A
83430,N/A
83431,N/A
83432,N/A
83433,N/A
83434,N/A
83435,N/A
83436,N/A
83437,N/A
83438,N/A
83439,N/A
83440,N/A
83441,N/A
83442,N/A
83443,N/A
83444,N/A
83445,N/A
83446,N/A
83447,N/A
83448,N/A
83449,N/A
83450,N/A
83451,N/A
83452,N/A
83453,N/A
83454,N/A
83455,N/A
83456,N/A
83457,N/A
83458,N/A
83459,N/A
83460,N/A
83461,N/A
83516,N/A
83586,N/A
83634,N/A
83635,N/A
83641,N/A
83645,N/A
83660,N/A
83739,N/A
83740,N/A
83742,N/A
83744,N/A
83745,N/A
83746,N/A
83825,N/A
84419,N/A
84421,N/A
84457,N/A
84459,N/A
84473,N/A
84484,N/A
84486,N/A
84494,N/A
84500,N/A
84505,N/A
84516,N/A
84517,N/A
84518,N/A
84519,N/A
84523,N/A
84532,N/A
84554,N/A
84559,N/A
84564,N/A
84828,N/A
85238,N/A
85243,N/A
85256,N/A
85260,N/A
85263,N/A
85268,N/A
85297,N/A
85306,N/A
85309,N/A
85310,N/A
85311,N/A
85313,N/A
85327,N/A
85378,N/A
85381,N/A
85430,N/A
85435,N/A
85447,N/A
85448,N/A
85457,N/A
86619,N/A
86620,N/A
86621,N/A
86754,N/A
86755,N/A
86756,N/A
86757,N/A
86758,N/A
86759,N/A
87133,N/A
87154,N/A
87168,N/A
87216,N/A
87230,N/A
87240,N/A
87241,N/A
87242,N/A
87506,N/A
87513,N/A
87727,N/A
87729,N/A
88042,N/A
88049,N/A
88063,N/A
88066,N/A
88095,N/A
88096,N/A
88097,N/A
88120,N/A
88121,N/A
88122,N/A
88123,N/A
88124,N/A
88146,N/A
88183,N/A
88187,N/A
88191,N/A
88194,N/A
88195,N/A
88197,N/A
88199,N/A
88200,N/A
88201,N/A
88203,N/A
88215,N/A
88233,N/A
88234,N/A
88235,N/A
88236,N/A
88237,N/A
88238,N/A
88239,N/A
88240,N/A
88241,N/A
88243,N/A
88253,N/A
88254,N/A
88292,N/A
88433,N/A
88440,N/A
88453,N/A
88455,N/A
88464,N/A
88465,N/A
88466,N/A
88467,N/A
88468,N/A
88469,N/A
88470,N/A
88471,N/A
88472,N/A
88473,N/A
88474,N/A
88475,N/A
88476,N/A
88477,N/A
88488,N/A
88489,N/A
88665,N/A
88672,N/A
88673,N/A
90278,N/A
90282,N/A
90292,N/A
90710,N/A
90735,N/A
90745,N/A
90806,N/A
90807,N/A
90808,accounting
90809,N/A
90812,N/A
90813,N/A
90814,N/A
90815,N/A
90816,N/A
90817,N/A
90823,N/A
90824,N/A
90825,N/A
90826,N/A
90827,N/A
90828,N/A
90829,N/A
90830,N/A
90831,N/A
90832,N/A
90833,N/A
90834,N/A
90835,N/A
90836,N/A
90837,N/A
90838,N/A
90839,N/A
90840,N/A
90841,N/A
90842,N/A
90843,N/A
90844,N/A
90845,N/A
90846,N/A
90847,N/A
90848,N/A
90849,N/A
90850,N/A
90851,N/A
90852,N/A
90853,N/A
90854,N/A
90855,N/A
90856,N/A
90857,N/A
90858,N/A
90859,N/A
90860,N/A
90861,N/A
90862,N/A
90863,N/A
90864,N/A
90865,N/A
90866,N/A
90867,N/A
90868,N/A
90869,N/A
90870,N/A
90871,N/A
90872,N/A
90873,N/A
90874,N/A
90875,N/A
90876,N/A
90877,N/A
90878,N/A
90879,N/A
90880,N/A
90881,N/A
90882,N/A
90883,N/A
90884,N/A
90885,N/A
90886,N/A
90887,N/A
90888,N/A
90889,N/A
90890,N/A
90891,N/A
90892,N/A
90893,N/A
90894,N/A
90895,N/A
90896,N/A
90897,N/A
90898,N/A
90899,N/A
90900,N/A
90901,N/A
90902,N/A
90903,N/A
90904,N/A
90905,N/A
90906,N/A
90907,N/A
90908,N/A
90909,N/A
90910,N/A
90911,N/A
90912,N/A
90913,N/A
90914,N/A
90915,N/A
90916,N/A
90917,N/A
90918,N/A
90919,N/A
90920,N/A
90921,N/A
90922,N/A
90923,N/A
90924,N/A
90925,N/A
90926,N/A
90927,N/A
90928,N/A
90929,N/A
90930,N/A
90931,N/A
90932,N/A
90933,N/A
90934,N/A
90935,N/A
90936,N/A
90937,N/A
90938,N/A
90939,N/A
90940,accounting
90941,N/A
90942,N/A
90943,N/A
90944,N/A
90945,N/A
90946,N/A
90947,N/A
90948,N/A
90949,N/A
90950,N/A
90951,N/A
90952,N/A
90953,N/A
90954,N/A
90955,N/A
90956,N/A
90957,N/A
90958,N/A
90959,N/A
90960,N/A
90961,N/A
90962,N/A
90963,N/A
90964,N/A
90965,N/A
90966,N/A
90967,N/A
90968,N/A
90969,N/A
90970,N/A
90971,N/A
90972,N/A
90973,N/A
90974,N/A
90975,N/A
90976,N/A
90977,N/A
90981,N/A
90982,N/A
91067,N/A
91068,N/A
91203,N/A
91204,N/A
91205,N/A
91206,N/A
91216,N/A
91225,N/A
91227,N/A
91228,N/A
91526,N/A
91527,N/A
91531,N/A
91539,N/A
91542,N/A
91543,N/A
91544,N/A
91545,N/A
91548,N/A
91549,N/A
91550,N/A
91551,N/A
91686,N/A
91696,N/A
91700,N/A
91701,N/A
91702,N/A
91703,N/A
91704,N/A
91705,N/A
91706,N/A
91707,N/A
91708,N/A
91709,N/A
91710,N/A
91711,N/A
91712,N/A
91713,N/A
91714,N/A
91715,N/A
91716,N/A
91717,N/A
91718,N/A
91719,N/A
91720,N/A
91721,N/A
91722,N/A
91723,N/A
91724,N/A
91725,marketing
91726,N/A
91727,N/A
91728,N/A
91729,N/A
91730,N/A
91731,N/A
91732,N/A
91733,N/A
91734,N/A
91735,N/A
91736,N/A
91737,N/A
91738,N/A
91739,N/A
91740,N/A
91741,N/A
91742,N/A
91743,N/A
91744,N/A
91745,N/A
91746,N/A
91747,N/A
91748,N/A
91749,N/A
91750,N/A
91751,N/A
91752,N/A
91753,N/A
91754,N/A
91755,N/A
91756,N/A
91757,N/A
91758,N/A
91759,N/A
91760,N/A
91786,N/A
91787,N/A
91788,N/A
91789,N/A
91790,N/A
91791,N/A
91792,N/A
91793,N/A
91794,N/A
91795,N/A
91796,N/A
91797,N/A
91798,N/A
91799,N/A
91800,N/A
91801,N/A
91802,N/A
91803,N/A
91804,N/A
91805,N/A
91806,N/A
91807,N/A
91808,N/A
91857,N/A
91863,N/A
91866,N/A
92642,N/A
92674,N/A
92679,N/A
93448,N/A
93449,N/A
93450,N/A
93451,N/A
93452,N/A
93453,N/A
93454,N/A
93455,N/A
